"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","reformattedtext"
"328","@_aharen 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링크에… https://t.co/v3feF5Angi",FALSE,0,"_aharen",2017-06-27 06:51:05,TRUE,"870626846332682240","879592904926285824","741514645870022656","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@_aharen <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><ed><81><ac><ec><97><90><e2><80><a6> https://t.co/v3feF5Angi"
"329","@inseopsong 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링… https://t.co/JC7xDRi1dx",FALSE,0,"inseopsong",2017-06-27 06:51:01,TRUE,"870627540892647425","879592891114373120","261409087","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@inseopsong <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><e2><80><a6> https://t.co/JC7xDRi1dx"
"330","@AAhnsanghee 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트… https://t.co/4FJ5uE3IGH",FALSE,0,"AAhnsanghee",2017-06-27 06:50:56,TRUE,"870645012786053120","879592867747962880","209412656","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@AAhnsanghee <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><e2><80><a6> https://t.co/4FJ5uE3IGH"
"331","@sang_ryeol 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링… https://t.co/n8AjjQEYgr",FALSE,0,"sang_ryeol",2017-06-27 06:50:48,TRUE,"870799749250666496","879592835636264960","145570705","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@sang_ryeol <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><e2><80><a6> https://t.co/n8AjjQEYgr"
"332","@petitdamoiseau 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면… https://t.co/18c8q5q21W",FALSE,0,"petitdamoiseau",2017-06-27 06:50:43,TRUE,"870931008773734401","879592812504731648","956402418","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",1,FALSE,FALSE,NA,NA,"@petitdamoiseau <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4><e2><80><a6> https://t.co/18c8q5q21W"
"333","@wytbdkvhs 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링크… https://t.co/rgeB9FXMZc",FALSE,0,"wytbdkvhs",2017-06-27 06:50:35,TRUE,"870934611462823936","879592781911441408","1251011683","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@wytbdkvhs <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><ed><81><ac><e2><80><a6> https://t.co/rgeB9FXMZc"
"334","@butako2000 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링… https://t.co/OCCXkrws9s",FALSE,0,"butako2000",2017-06-27 06:50:31,TRUE,"870935555848060928","879592761866899457","1677875186","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@butako2000 <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><e2><80><a6> https://t.co/OCCXkrws9s"
"335","@narukamiya98 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤… https://t.co/cZcrmKdEK2",FALSE,0,"narukamiya98",2017-06-27 06:50:26,TRUE,"870948523876900864","879592744280248320","4781613721","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@narukamiya98 <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><e2><80><a6> https://t.co/cZcrmKdEK2"
"336","@toriri0219 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링… https://t.co/wP6VpRF4CU",FALSE,0,"toriri0219",2017-06-27 06:50:21,TRUE,"870968833749663744","879592722784436225","4902628747","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@toriri0219 <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><e2><80><a6> https://t.co/wP6VpRF4CU"
"337","@japgok96 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링크에… https://t.co/tVSqxxUtaN",FALSE,0,"japgok96",2017-06-27 06:50:17,TRUE,"870988486429376513","879592705105342465","1688045540","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@japgok96 <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><ed><81><ac><ec><97><90><e2><80><a6> https://t.co/tVSqxxUtaN"
"338","@NUN1M 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링크에 바로… https://t.co/61pDtWDjbw",FALSE,0,"NUN1M",2017-06-27 06:50:11,TRUE,"870997901245259776","879592680363143168","1670457349","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@NUN1M <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><ed><81><ac><ec><97><90> <eb><b0><94><eb><a1><9c><e2><80><a6> https://t.co/61pDtWDjbw"
"339","@Dal_Grim 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링크에… https://t.co/ImhFGEhpe4",FALSE,0,"Dal_grim",2017-06-27 06:50:06,TRUE,"871002484898123777","879592657273503744","2515405849","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Dal_Grim <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><ed><81><ac><ec><97><90><e2><80><a6> https://t.co/ImhFGEhpe4"
"340","@Noblesse328 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트… https://t.co/lNuRRjold3",FALSE,0,"Noblesse328",2017-06-27 06:50:00,TRUE,"871015037132865540","879592633030529024","364630306","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Noblesse328 <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><e2><80><a6> https://t.co/lNuRRjold3"
"341","@jjingduck_ 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링… https://t.co/W72CzbvbhT",FALSE,0,"jjingduck_",2017-06-27 06:49:55,TRUE,"871042972220923904","879592610351915008","771841842","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@jjingduck_ <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><e2><80><a6> https://t.co/W72CzbvbhT"
"342","@Chanchen_Nabi 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이… https://t.co/1L4wSELp15",FALSE,0,"ChenRight_Nabi",2017-06-27 06:49:46,TRUE,"871251746772758532","879592573790109696","828305833163255809","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@Chanchen_Nabi <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><e2><80><a6> https://t.co/1L4wSELp15"
"343","@letzz_love 칭따오글로벌 공계입니다 :) 칭따오맥주축제 이벤트 참여하실래요?������ 칭따오를 즐기는 사진 또는 동영상을 해시태그 #TsingtaoCenturyClub 와 함께 올려주세요. 아니면 이벤트링… https://t.co/VKEDr9nR3B",FALSE,0,"letzz_love",2017-06-27 06:49:41,TRUE,"871255309406289920","879592552873066496","845335671120191488","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA,"@letzz_love <ec><b9><ad><eb><94><b0><ec><98><a4><ea><b8><80><eb><a1><9c><eb><b2><8c> <ea><b3><b5><ea><b3><84><ec><9e><85><eb><8b><88><eb><8b><a4> :) <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a7><a5><ec><a3><bc><ec><b6><95><ec><a0><9c> <ec><9d><b4><eb><b2><a4><ed><8a><b8> <ec><b0><b8><ec><97><ac><ed><95><98><ec><8b><a4><eb><9e><98><ec><9a><94>?<ed><a0><bc><ed><bd><bb> <ec><b9><ad><eb><94><b0><ec><98><a4><eb><a5><bc> <ec><a6><90><ea><b8><b0><eb><8a><94> <ec><82><ac><ec><a7><84> <eb><98><90><eb><8a><94> <eb><8f><99><ec><98><81><ec><83><81><ec><9d><84> <ed><95><b4><ec><8b><9c><ed><83><9c><ea><b7><b8> #TsingtaoCenturyClub <ec><99><80> <ed><95><a8><ea><bb><98> <ec><98><ac><eb><a0><a4><ec><a3><bc><ec><84><b8><ec><9a><94>. <ec><95><84><eb><8b><88><eb><a9><b4> <ec><9d><b4><eb><b2><a4><ed><8a><b8><eb><a7><81><e2><80><a6> https://t.co/VKEDr9nR3B"
